app       , args                                                      , ranks, quartz , ruby   , lassen, borax , boraxo, corona-cpu, dane  , mammoth, matrix-cpu, matrix-gpu, tioga-cpu, tioga-gpu, tuolumne-cpu, tuolumne-gpu
laghos    , -p1-dim3-rs1-tf3                                          , 1    , 1.0    , 1.3097 ,       , 1.0477, 0.7245,           , 1.715 , 1.1333 , 1.2922    , 1.1311    , 0.9033   , 0.5958   , 1.1142      , 0.3239
laghos    , -p1-dim3-rs1-tf3-pa                                       , 1    , 1.0    , 1.2916 ,       , 1.0471, 0.7246, 0.8762    , 1.7136, 1.1363 , 1.3       , 1.1361    , 0.8984   , 0.593    , 1.0918      , 0.3584
laghos    , -p1-dim3-rs1-tf3.5                                        , 1    , 1.0    , 1.3242 ,       , 1.0736, 0.7407, 1.0519    , 1.7529, 1.1614 , 1.351     , 1.1875    , 0.9626   , 0.6226   , 1.1549      , 0.3634
laghos    , -p1-dim3-rs1-tf3.5-pa                                     , 1    , 1.0    , 1.2769 ,       , 1.0555, 0.7274, 1.0334    , 1.7277, 1.1394 , 1.3314    , 1.1564    , 0.9413   , 0.608    , 1.1389      , 0.3468
laghos    , -p1-dim3-rs1-tf4                                          , 1    , 1.0    , 1.2733 ,       , 1.0453, 0.7212, 1.0251    , 1.7127, 1.1343 , 1.3306    , 1.1595    , 0.9641   , 0.6211   , 1.1877      , 0.3351
laghos    , -p1-dim3-rs1-tf4-pa                                       , 1    , 1.0    , 1.3944 ,       , 1.1465, 0.7924, 1.1292    , 1.8719, 1.2366 , 1.4683    , 1.3036    , 1.0577   , 0.6851   , 1.2981      , 0.3847
laghos    , -p1-dim3-rs1-tf4.5                                        , 1    , 1.0    , 1.3015 ,       , 1.0746, 0.7414, 0.9078    , 1.7685, 1.1691 , 1.3859    , 1.1892    , 1.0073   , 0.6378   , 1.24        , 0.3545
laghos    , -p1-dim3-rs1-tf4.5-pa                                     , 1    , 1.0    , 1.2848 ,       , 1.0703, 0.7366, 1.0484    , 1.7582, 1.1648 , 1.3821    , 1.1902    , 0.9974   , 0.6377   , 1.2316      , 0.362
laghos    , -p1-dim3-rs1-tf5                                          , 1    , 1.0    , 1.3111 ,       , 1.0783, 0.7443, 1.0535    , 1.7801, 1.1551 , 1.4047    , 1.2083    , 1.0224   , 0.6485   , 1.2682      , 0.3687
laghos    , -p1-dim3-rs1-tf5-pa                                       , 1    , 1.0    , 1.2906 ,       , 1.0663, 0.7359, 1.0413    , 1.7607, 1.1599 , 1.3859    , 1.1891    , 1.0084   , 0.6405   , 1.25        , 0.3444
laghos    , -p1-dim3-rs1-tf5.5                                        , 1    , 1.0    , 1.2866 ,       , 1.059 , 0.731 , 1.0385    , 1.7453, 1.1544 , 1.3791    , 1.1901    , 1.0175   , 0.6387   , 1.2517      , 0.3588
laghos    , -p1-dim3-rs1-tf5.5-pa                                     , 1    , 1.0    , 1.2752 ,       , 1.0564, 0.7277, 1.033     , 1.7429, 1.1406 , 1.3818    , 1.1898    , 1.0097   , 0.6409   , 1.2476      , 0.3446
laghos    , -p1-dim3-rs2-tf3                                          , 1    , 1.0    , 1.3427 ,       , 1.1566, 0.8015, 6.3588    , 1.8998, 1.2189 , 1.5985    , 7.9131    , 1.1396   , 4.6257   , 1.4125      , 2.6899
laghos    , -p1-dim3-rs2-tf3-pa                                       , 1    , 1.0    , 1.3344 ,       , 1.1612, 0.8032, 6.3749    , 1.9019, 1.2216 , 1.6029    , 7.9849    , 1.1359   , 4.6909   , 1.4195      , 2.5752
laghos    , -p1-dim3-rs2-tf3.5                                        , 1    , 1.0    , 1.329  ,       , 1.1483, 0.7981,           , 1.8932, 1.199  , 1.594     , 7.8593    , 1.1342   , 4.6935   , 1.4105      , 2.6143
laghos    , -p1-dim3-rs2-tf3.5-pa                                     , 1    , 1.0    , 1.3216 ,       , 1.1435, 0.7922, 6.2558    , 1.8823, 1.2087 , 1.5837    , 7.8495    , 1.123    , 4.6788   , 1.4028      , 2.5966
laghos    , -p1-dim3-rs2-tf4                                          , 1    , 1.0    , 1.3526 ,       , 1.1703, 0.8137, 6.4219    , 1.9351, 1.2368 , 1.6277    , 8.0506    , 1.159    , 4.7649   , 1.4396      , 2.6434
laghos    , -p1-dim3-rs2-tf4-pa                                       , 1    , 1.0    , 1.3221 ,       , 1.1512, 0.7974,           , 1.8963, 1.2015 , 1.5968    , 7.8695    , 1.1374   , 4.6113   , 1.4108      , 2.6393
laghos    , -p1-dim3-rs2-tf4.5                                        , 1    , 1.0    , 1.3252 ,       , 1.1478, 0.797 , 6.261     , 1.8939, 1.2142 , 1.5953    , 7.8877    , 1.1374   , 4.6364   , 1.405       , 2.6363
laghos    , -p1-dim3-rs2-tf4.5-pa                                     , 1    , 1.0    , 1.3296 ,       , 1.1541, 0.8013, 6.3152    , 1.9074, 1.2192 , 1.6036    , 8.1178    , 1.1429   , 4.744    , 1.4171      , 2.655
laghos    , -p1-dim3-rs2-tf5                                          , 1    , 1.0    , 1.3261 ,       , 1.1541, 0.802 ,           , 1.9084, 1.2055 , 1.6056    , 8.125     , 1.1454   , 4.7619   , 1.4044      , 2.542
laghos    , -p1-dim3-rs2-tf5-pa                                       , 1    , 1.0    , 1.3228 ,       , 1.1512, 0.7984, 6.2606    , 1.8958, 1.2181 , 1.6001    , 7.8881    , 1.1349   , 4.7326   , 1.4164      , 2.5911
laghos    , -p1-dim3-rs2-tf5.5                                        , 1    , 1.0    , 1.3097 ,       , 1.1367, 0.7877,           , 1.8743, 1.1991 , 1.5796    , 7.7829    , 1.1275   , 4.6667   , 1.3956      , 2.6331
laghos    , -p1-dim3-rs2-tf5.5-pa                                     , 1    , 1.0    , 1.3118 ,       , 1.1373, 0.788 ,           , 1.8748, 1.1869 , 1.5795    , 7.8544    , 1.1265   , 4.6491   , 1.4048      , 2.64
laghos    , -p2-dim2-rs2-tf3                                          , 1    , 1.0    , 1.2972 ,       , 0.8866, 0.5972, 0.2417    , 1.6365, 0.9237 , 0.8562    , 0.2634    , 0.5454   , 0.1369   , 0.6729      , 
laghos    , -p2-dim2-rs2-tf3-pa                                       , 1    , 1.0    , 1.3181 ,       , 0.882 , 0.595 , 0.2416    , 1.6375, 0.9238 , 0.8567    , 0.2541    , 0.5394   , 0.1364   , 0.6254      , 
laghos    , -p2-dim2-rs2-tf3.5                                        , 1    , 1.0    , 1.2346 ,       , 0.9238, 0.6175, 0.2524    , 1.6965, 0.9614 , 0.9332    , 0.2748    , 0.6056   , 0.1431   , 0.7134      , 
laghos    , -p2-dim2-rs2-tf3.5-pa                                     , 1    , 1.0    , 1.2062 ,       , 0.8872, 0.5971, 0.2431    , 1.6347, 0.9261 , 0.8995    , 0.2576    , 0.5838   , 0.1385   , 0.7201      , 
laghos    , -p2-dim2-rs2-tf4                                          , 1    , 1.0    , 1.3118 ,       , 0.9307, 0.6278, 0.2552    , 1.7323, 0.9767 , 0.9566    , 0.2806    , 0.6319   , 0.1477   , 0.7729      , 
laghos    , -p2-dim2-rs2-tf4-pa                                       , 1    , 1.0    , 1.2915 ,       , 0.9043, 0.5991, 0.2462    , 1.6679, 0.9401 , 0.9245    , 0.2618    , 0.6081   , 0.1416   , 0.7031      , 
laghos    , -p2-dim2-rs2-tf4.5                                        , 1    , 1.0    , 1.3093 ,       , 0.9062, 0.601 , 0.2444    , 1.6573, 0.9376 , 0.9426    , 0.2721    , 0.6294   , 0.1418   , 0.7449      , 
laghos    , -p2-dim2-rs2-tf4.5-pa                                     , 1    , 1.0    , 1.4326 ,       , 1.0175, 0.6835, 0.2796    , 1.8909, 1.0521 , 1.0762    , 0.2976    , 0.7188   , 0.1609   , 0.8499      , 
laghos    , -p2-dim2-rs2-tf5                                          , 1    , 1.0    , 1.3617 ,       , 0.978 , 0.6564,           , 1.8222, 1.0196 , 1.0626    , 0.2875    , 0.7229   , 0.1562   , 0.8933      , 
laghos    , -p2-dim2-rs2-tf5-pa                                       , 1    , 1.0    , 1.2654 ,       , 0.8892, 0.6023, 0.2451    , 1.674 , 0.9432 , 0.971     , 0.2665    , 0.6618   , 0.1446   , 0.8074      , 
laghos    , -p2-dim2-rs2-tf5.5                                        , 1    , 1.0    , 1.3099 ,       , 0.8945, 0.601 , 0.2449    , 1.666 , 0.9392 , 0.9857    , 0.2732    , 0.6808   , 0.1451   , 0.8222      , 
laghos    , -p2-dim2-rs2-tf5.5-pa                                     , 1    , 1.0    , 1.3499 ,       , 0.9146, 0.6168, 0.2509    , 1.7112, 0.9675 , 1.0039    , 0.2718    , 0.7027   , 0.1472   , 0.8201      , 
laghos    , -p2-dim3-rs1-tf3                                          , 1    , 1.0    , 1.288  ,       , 1.0775, 0.7406, 1.189     , 1.7221, 1.1471 , 1.324     , 1.2964    , 0.8888   , 0.6754   , 1.0699      , 0.3858
laghos    , -p2-dim3-rs1-tf3-pa                                       , 1    , 1.0    , 1.2665 ,       , 1.0711, 0.734 , 1.1739    , 1.7036, 1.1412 , 1.3072    , 1.2872    , 0.8778   , 0.6688   , 1.0706      , 0.3758
laghos    , -p2-dim3-rs1-tf3.5                                        , 1    , 1.0    , 1.2817 ,       , 1.082 , 0.7405, 1.1912    , 1.7152, 1.151  , 1.3263    , 1.3438    , 0.9111   , 0.6925   , 1.0933      , 0.3805
laghos    , -p2-dim3-rs1-tf3.5-pa                                     , 1    , 1.0    , 1.2789 ,       , 1.0854, 0.7426, 1.1956    , 1.7267, 1.1479 , 1.3343    , 1.32      , 0.9138   , 0.6878   , 1.1013      , 0.3929
laghos    , -p2-dim3-rs1-tf4                                          , 1    , 1.0    , 1.3094 ,       , 1.1092, 0.7576,           , 1.7652, 1.1669 , 1.3787    , 1.3502    , 0.9461   , 0.7163   , 1.1411      , 0.4052
laghos    , -p2-dim3-rs1-tf4-pa                                       , 1    , 1.0    , 1.3173 ,       , 1.0975, 0.753 ,           , 1.7526, 1.1733 , 1.3589    , 1.3762    , 0.9369   , 0.7047   , 1.1352      , 0.3907
laghos    , -p2-dim3-rs1-tf4.5                                        , 1    , 1.0    , 1.3164 ,       , 1.1159, 0.7625, 1.2227    , 1.7736, 1.1853 , 1.3928    , 1.3667    , 0.9575   , 0.7242   , 1.1543      , 0.4007
laghos    , -p2-dim3-rs1-tf4.5-pa                                     , 1    , 1.0    , 1.3058 ,       , 1.103 , 0.7543, 1.2157    , 1.7567, 1.1677 , 1.3722    , 1.3762    , 0.9499   , 0.7179   , 1.1611      , 0.4037
laghos    , -p2-dim3-rs1-tf5                                          , 1    , 1.0    , 1.2919 ,       , 1.0858, 0.742 , 1.0156    , 1.735 , 1.1563 , 1.3665    , 1.3777    , 0.9544   , 0.7084   , 1.1489      , 0.3789
laghos    , -p2-dim3-rs1-tf5-pa                                       , 1    , 1.0    , 1.3188 ,       , 1.1146, 0.7601, 1.2157    , 1.7679, 1.1873 , 1.3965    , 1.3774    , 0.9779   , 0.7394   , 1.1673      , 0.3927
laghos    , -p2-dim3-rs1-tf5.5                                        , 1    , 1.0    , 1.2767 ,       , 1.0823, 0.7384, 1.0115    , 1.7164, 1.1477 , 1.3732    , 1.3831    , 0.9641   , 0.7118   , 1.1632      , 0.3948
laghos    , -p2-dim3-rs1-tf5.5-pa                                     , 1    , 1.0    , 1.2882 ,       , 1.0924, 0.7443, 1.0151    , 1.7377, 1.1594 , 1.3819    , 1.3536    , 0.9689   , 0.7181   , 1.1728      , 0.3841
laghos    , -p2-dim3-rs2-tf3                                          , 1    , 1.0    , 1.2956 ,       , 1.1682, 0.7993, 6.931     , 1.8644, 1.2081 , 1.599     , 8.5918    , 1.1207   , 5.0045   , 1.3806      , 2.9103
laghos    , -p2-dim3-rs2-tf3-pa                                       , 1    , 1.0    , 1.3012 ,       , 1.1698, 0.8006, 6.3348    , 1.8648, 1.2141 , 1.6019    , 8.6932    , 1.1183   , 5.0856   , 1.3798      , 2.7179
laghos    , -p3-dim2-rs1-tf3                                          , 1    , 1.0    , 1.4374 ,       , 0.456 , 0.3151,           , 0.4715, 0.3202 ,           ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf3-pa                                       , 1    , 1.0    , 1.4256 ,       , 0.4599, 0.3147,           , 0.477 , 0.3195 ,           ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf3.5                                        , 1    , 1.0    , 1.3185 ,       , 0.4512, 0.3082,           , 0.4848, 0.3189 ,           ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf3.5-pa                                     , 1    , 1.0    , 1.4702 ,       , 0.4813, 0.3333,           , 0.5094, 0.3471 ,           ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf4                                          , 1    , 1.0    , 1.3622 ,       , 0.474 , 0.3245,           , 0.5293, 0.345  ,           ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf4-pa                                       , 1    , 1.0    , 1.3074 ,       , 0.4714, 0.3219,           , 0.5253, 0.3416 ,           ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf4.5                                        , 1    , 1.0    , 1.3454 ,       , 0.5139, 0.3444,           , 0.5794, 0.378  ,           ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf4.5-pa                                     , 1    , 1.0    , 1.2745 ,       , 0.4877, 0.3331,           , 0.5422, 0.3582 ,           ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf5                                          , 1    , 1.0    , 1.3644 ,       , 0.5421, 0.3681,           , 0.6357, 0.4061 ,           ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf5-pa                                       , 1    , 1.0    , 1.3276 ,       , 0.5212, 0.3532,           , 0.6051, 0.3956 ,           ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf5.5                                        , 1    , 1.0    , 1.3071 ,       , 0.5338, 0.3575,           , 0.6343, 0.3987 , 0.1031    ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs1-tf5.5-pa                                     , 1    , 1.0    , 1.2988 ,       , 0.5248, 0.3522,           , 0.6309, 0.4062 , 0.1005    ,           ,          ,          ,             , 
laghos    , -p3-dim2-rs2-tf3                                          , 1    , 1.0    , 1.361  ,       , 0.8076, 0.547 , 0.2007    , 1.2043, 0.7118 , 0.2801    , 0.1627    , 0.1246   ,          , 0.1316      , 
laghos    , -p3-dim2-rs2-tf3-pa                                       , 1    , 1.0    , 1.3372 ,       , 0.7561, 0.514 , 0.1906    , 1.1348, 0.6749 , 0.2636    , 0.1514    , 0.1176   ,          , 0.1233      , 
laghos    , -p3-dim2-rs2-tf3.5                                        , 1    , 1.0    , 1.2991 ,       , 0.777 , 0.5256, 0.1908    , 1.1949, 0.7141 , 0.3061    , 0.1597    , 0.1319   ,          , 0.1629      , 
laghos    , -p3-dim2-rs2-tf3.5-pa                                     , 1    , 1.0    , 1.3118 ,       , 0.7784, 0.5268, 0.1952    , 1.1955, 0.7167 , 0.2972    , 0.161     , 0.1353   ,          , 0.1463      , 
laghos    , -p3-dim2-rs2-tf4                                          , 1    , 1.0    , 1.306  ,       , 0.7865, 0.5343, 0.2013    , 1.2403, 0.7379 , 0.3322    , 0.1718    , 0.151    ,          , 0.1756      , 
laghos    , -p3-dim2-rs2-tf4-pa                                       , 1    , 1.0    , 1.3683 ,       , 0.7881, 0.5353, 0.2016    , 1.2465, 0.7356 , 0.3237    , 0.1688    , 0.1515   ,          , 0.1718      , 
laghos    , -p3-dim2-rs2-tf4.5                                        , 1    , 1.0    , 1.3437 ,       , 0.795 , 0.5341, 0.1982    , 1.2759, 0.7523 , 0.3571    , 0.1744    , 0.1657   ,          , 0.1749      , 
laghos    , -p3-dim2-rs2-tf4.5-pa                                     , 1    , 1.0    , 0.8417 ,       , 0.7977, 0.5376, 0.2044    , 1.2676, 0.7485 , 0.3557    , 0.1745    , 0.1628   ,          , 0.1781      , 
laghos    , -p3-dim2-rs2-tf5                                          , 1    , 1.0    , 1.3239 ,       , 0.8107, 0.548 , 0.176     , 1.3179, 0.7748 , 0.3903    , 0.1817    , 0.1816   ,          , 0.2042      , 
laghos    , -p3-dim2-rs2-tf5-pa                                       , 1    , 1.0    , 1.3002 ,       , 0.814 , 0.551 , 0.1988    , 1.3202, 0.7772 , 0.3868    , 0.1862    , 0.1827   ,          , 0.2073      , 
laghos    , -p3-dim2-rs2-tf5.5                                        , 1    , 1.0    , 1.4047 ,       , 0.8684, 0.5862, 0.2207    , 1.4287, 0.8364 , 0.435     , 0.1989    , 0.2094   ,          , 0.2243      , 
laghos    , -p3-dim2-rs2-tf5.5-pa                                     , 1    , 1.0    , 1.2671 ,       , 0.8146, 0.5535, 0.2105    , 1.3413, 0.7891 , 0.408     , 0.191     , 0.1966   ,          , 0.2269      , 
laghos    , -p3-dim3-rs1-tf3                                          , 1    , 1.0    , 1.2977 ,       , 0.9944, 0.6889, 0.7649    , 1.5285, 1.021  , 0.7188    , 0.6312    , 0.3532   , 0.2859   , 0.4378      , 0.2032
laghos    , -p3-dim3-rs1-tf3-pa                                       , 1    , 1.0    , 1.295  ,       , 0.9904, 0.6749, 0.7577    , 1.5464, 1.0181 , 0.7174    , 0.6463    , 0.3627   , 0.2791   , 0.431       , 0.1979
laghos    , -p3-dim3-rs1-tf3.5                                        , 1    , 1.0    , 1.4448 ,       , 1.0931, 0.7609, 0.8651    , 1.7349, 1.1343 , 0.8393    , 0.7439    , 0.4386   , 0.3365   , 0.5026      , 0.2471
laghos    , -p3-dim3-rs1-tf3.5-pa                                     , 1    , 1.0    , 1.3067 ,       , 0.997 , 0.6907, 0.7926    , 1.5845, 1.0307 , 0.7629    , 0.6771    , 0.4014   , 0.304    , 0.4406      , 0.2238
laghos    , -p3-dim3-rs1-tf4                                          , 1    , 1.0    , 1.3068 ,       , 1.002 , 0.692 , 0.8144    , 1.586 , 1.0391 , 0.8126    , 0.7135    , 0.4342   , 0.3185   , 0.5044      , 0.2222
laghos    , -p3-dim3-rs1-tf4-pa                                       , 1    , 1.0    , 1.3067 ,       , 1.0042, 0.6955, 0.8209    , 1.5995, 1.047  , 0.8137    , 0.721     , 0.4302   , 0.327    , 0.4948      , 0.2265
laghos    , -p3-dim3-rs1-tf4.5                                        , 1    , 1.0    , 1.2278 ,       , 1.007 , 0.6977, 0.823     , 1.5967, 1.0473 , 0.848     , 0.7398    , 0.4663   , 0.3388   , 0.5198      , 0.2334
laghos    , -p3-dim3-rs1-tf4.5-pa                                     , 1    , 1.0    , 1.3028 ,       , 1.0088, 0.6964, 0.8166    , 1.592 , 1.0627 , 0.8561    , 0.7528    , 0.4651   , 0.3472   , 0.522       , 0.2342
laghos    , -p3-dim3-rs1-tf5                                          , 1    , 1.0    , 1.3439 ,       , 1.0486, 0.7255, 0.8654    , 1.67  , 1.0975 , 0.919     , 0.7921    , 0.5125   , 0.374    , 0.5677      , 0.2623
laghos    , -p3-dim3-rs1-tf5-pa                                       , 1    , 1.0    , 1.2416 ,       , 1.0108, 0.6987, 0.8324    , 1.61  , 1.0689 , 0.8941    , 0.7743    , 0.4928   , 0.3636   , 0.5655      , 0.2392
laghos    , -p3-dim3-rs1-tf5.5                                        , 1    , 1.0    , 1.3804 ,       , 1.1122, 0.7678, 0.9274    , 1.7794, 1.1779 , 1.0119    , 0.8653    , 0.57     , 0.4125   , 0.6639      , 0.2714
laghos    , -p3-dim3-rs1-tf5.5-pa                                     , 1    , 1.0    , 1.4013 ,       , 1.0897, 0.755 , 0.9191    , 1.7467, 1.1595 , 0.9963    , 0.8451    , 0.5605   , 0.3965   , 0.6386      , 0.2731
laghos    , -p3-dim3-rs2-tf3                                          , 1    , 1.0    , 1.3411 ,       , 1.1511, 0.7974, 5.2127    , 1.9255, 1.1942 , 1.5084    , 5.6908    , 1.0227   , 2.9613   , 1.2545      , 1.9444
laghos    , -p3-dim3-rs2-tf3-pa                                       , 1    , 1.0    , 1.3059 ,       , 1.129 , 0.7806,           , 1.8876, 1.1747 , 1.4804    , 5.5403    , 0.998    , 2.8896   , 1.2389      , 1.8435
laghos    , -p3-dim3-rs2-tf3.5                                        , 1    , 1.0    , 1.315  ,       , 1.1307, 0.7827, 5.3275    , 1.8947, 1.1811 , 1.497     , 5.8461    , 1.0172   , 3.0167   , 1.264       , 1.9441
laghos    , -p3-dim3-rs2-tf3.5-pa                                     , 1    , 1.0    , 1.3    ,       , 1.1337, 0.7836, 5.3341    , 1.8983, 1.1769 , 1.502     , 5.8915    , 1.0206   , 3.0382   , 1.2497      , 1.9334
laghos    , -p3-dim3-rs2-tf4                                          , 1    , 1.0    , 1.3303 ,       , 1.1473, 0.7948, 4.9175    , 1.9228, 1.2001 , 1.5315    , 5.9889    , 1.0436   , 3.1898   , 1.2841      , 2.0124
laghos    , -p3-dim3-rs2-tf4-pa                                       , 1    , 1.0    , 1.321  ,       , 1.1486, 0.7949, 5.3534    , 1.9266, 1.2031 , 1.5306    , 5.9454    , 1.0448   , 3.2034   , 1.2883      , 1.993
laghos    , -p3-dim3-rs2-tf4.5                                        , 1    , 1.0    , 1.3654 ,       , 1.17  , 0.8108, 5.5784    , 1.9621, 1.2163 , 1.5679    , 6.3835    , 1.0769   , 3.3696   , 1.3325      , 2.0858
laghos    , -p3-dim3-rs2-tf4.5-pa                                     , 1    , 1.0    , 1.321  ,       , 1.1397, 0.7891, 5.4429    , 1.9168, 1.1956 , 1.5267    , 6.1718    , 1.0482   , 3.2887   , 1.3021      , 2.0036
laghos    , -p3-dim3-rs2-tf5                                          , 1    , 1.0    , 1.3251 ,       , 1.145 , 0.7936, 5.5106    , 1.9207, 1.2003 , 1.5402    , 6.2114    , 1.0643   , 3.3528   , 1.312       , 2.0494
laghos    , -p3-dim3-rs2-tf5-pa                                       , 1    , 1.0    , 1.3247 ,       , 1.1219, 0.7764, 5.4082    , 1.8881, 1.1703 , 1.5086    , 6.0432    , 1.0399   , 3.2958   , 1.2852      , 1.9518
laghos    , -p3-dim3-rs2-tf5.5                                        , 1    , 1.0    , 1.3191 ,       , 1.1467, 0.7936, 5.5389    , 1.9204, 1.1961 , 1.5426    , 6.2942    , 1.0677   , 3.4451   , 1.3201      , 2.068
laghos    , -p3-dim3-rs2-tf5.5-pa                                     , 1    , 1.0    , 1.3116 ,       , 1.1387, 0.7876, 5.5086    , 1.9072, 1.1856 , 1.5362    , 6.2354    , 1.0583   , 3.4187   , 1.3051      , 2.0987
minife.x  , -nx100-ny100-nz100                                        , 1    , 1.0    ,        , 1.3292, 0.5521, 0.3796, 0.6577    , 0.8045,        , 0.7512    ,           , 0.7279   ,          , 0.7339      , 
minife.x  , -nx100-ny100-nz50                                         , 1    , 1.0    ,        , 1.4744, 0.5813, 0.438 , 0.7632    , 0.8067,        , 0.7414    ,           , 0.7814   ,          , 0.7813      , 
minife.x  , -nx100-ny50-nz50                                          , 1    , 1.0    ,        , 1.4647, 0.5617, 0.4136, 0.7182    , 0.6691,        , 0.7629    ,           , 0.737    ,          , 0.6945      , 
minife.x  , -nx100-ny75-nz50                                          , 1    , 1.0    ,        , 1.3414, 0.5365, 0.3935, 0.6467    , 0.7181,        , 0.7109    ,           , 0.7027   ,          , 0.6575      , 
minife.x  , -nx100-ny75-nz75                                          , 1    , 1.0    ,        , 1.331 , 0.5106, 0.376 , 0.6462    , 0.7878,        , 0.7285    ,           , 0.7057   ,          , 0.6978      , 
minife.x  , -nx125-ny100-nz100                                        , 1    , 1.0    ,        , 1.3058, 0.5363, 0.393 , 0.6253    , 0.7781,        , 0.7296    ,           , 0.7043   ,          , 0.7082      , 
minife.x  , -nx125-ny100-nz50                                         , 1    , 1.0    ,        , 1.3438, 0.5578, 0.4076, 0.6604    , 0.7412,        , 0.759     ,           , 0.7166   ,          , 0.7397      , 
minife.x  , -nx125-ny125-nz125                                        , 1    , 1.0    ,        , 1.3388, 0.547 , 0.3783, 0.6325    , 0.8203,        , 0.7459    ,           , 0.7054   ,          , 0.7676      , 
minife.x  , -nx125-ny125-nz50                                         , 1    , 1.0    ,        , 1.3928, 0.5603, 0.4004, 0.6956    , 0.8099,        , 0.7655    ,           , 0.7401   ,          , 0.7668      , 
minife.x  , -nx125-ny50-nz50                                          , 1    , 1.0    ,        , 1.3637, 0.5175, 0.394 , 0.6599    , 0.7386,        , 0.7187    ,           , 0.7047   ,          , 0.6779      , 
minife.x  , -nx125-ny75-nz50                                          , 1    , 1.0    ,        , 1.3329, 0.5231, 0.3761, 0.658     , 0.7716,        , 0.7359    ,           , 0.7059   ,          , 0.7494      , 
minife.x  , -nx125-ny75-nz75                                          , 1    , 1.0    ,        , 1.3903, 0.5588, 0.4146, 0.6676    , 0.7672,        , 0.7724    ,           , 0.7487   ,          , 0.7839      , 
minife.x  , -nx150-ny100-nz100                                        , 1    , 1.0    ,        , 1.3456, 0.5551, 0.4008, 0.6515    , 0.8189,        , 0.7539    ,           , 0.7212   ,          , 0.6687      , 
minife.x  , -nx150-ny100-nz50                                         , 1    , 1.0    ,        , 1.2842, 0.5328, 0.3928, 0.634     , 0.7705,        , 0.73      ,           , 0.7106   ,          , 0.6953      , 
minife.x  , -nx150-ny125-nz125                                        , 1    , 1.0    ,        , 1.3481, 0.5517, 0.4052, 0.6579    , 0.8279,        , 0.7644    ,           , 0.7115   ,          , 0.732       , 
minife.x  , -nx150-ny125-nz50                                         , 1    , 1.0    ,        , 1.3129, 0.5376, 0.3944, 0.6395    , 0.7945,        , 0.7311    ,           , 0.7031   ,          , 0.7387      , 
minife.x  , -nx150-ny150-nz150                                        , 1    , 1.0    ,        , 1.3804, 0.5549, 0.412 , 0.6622    , 0.8524,        , 0.7837    ,           , 0.729    ,          , 0.8918      , 
minife.x  , -nx150-ny150-nz50                                         , 1    , 1.0    ,        , 1.3666, 0.5589, 0.4109, 0.6695    , 0.8173,        , 0.7729    ,           , 0.722    ,          , 0.7671      , 
minife.x  , -nx150-ny50-nz50                                          , 1    , 1.0    ,        , 1.3309, 0.5137, 0.3755, 0.6559    , 0.663 ,        , 0.7121    ,           , 0.6876   ,          , 0.662       , 
minife.x  , -nx150-ny75-nz50                                          , 1    , 1.0    ,        , 1.2944, 0.518 , 0.3895, 0.6434    , 0.7359,        , 0.7124    ,           , 0.6885   ,          , 0.6947      , 
minife.x  , -nx150-ny75-nz75                                          , 1    , 1.0    ,        , 1.3053, 0.5367, 0.3695, 0.629     , 0.7834,        , 0.73      ,           , 0.7005   ,          , 0.7182      , 
minife.x  , -nx175-ny100-nz100                                        , 1    , 1.0    ,        , 1.3191, 0.5452, 0.3986, 0.6383    , 0.808 ,        , 0.7368    ,           , 0.707    ,          , 0.8437      , 
minife.x  , -nx175-ny100-nz50                                         , 1    , 1.0    ,        , 1.303 , 0.5274, 0.3918, 0.6409    , 0.7815,        , 0.7151    ,           , 0.6996   ,          , 0.7957      , 
minife.x  , -nx175-ny125-nz125                                        , 1    , 1.0    ,        , 1.3374, 0.555 , 0.3886, 0.6485    , 0.8372,        , 0.7668    ,           , 0.7298   ,          , 0.8376      , 
minife.x  , -nx175-ny125-nz50                                         , 1    , 1.0    ,        , 1.3005, 0.5406, 0.3917, 0.626     , 0.7825,        , 0.7363    ,           , 0.7015   ,          , 0.7626      , 
minife.x  , -nx175-ny150-nz150                                        , 1    , 1.0    ,        , 1.3347, 0.5503, 0.4074, 0.6592    , 0.8472,        , 0.7783    ,           , 0.7161   ,          , 0.8948      , 
minife.x  , -nx175-ny150-nz50                                         , 1    , 1.0    ,        , 1.3541, 0.558 , 0.3902, 0.6562    , 0.8202,        , 0.7618    ,           , 0.7234   ,          , 0.825       , 
minife.x  , -nx175-ny175-nz175                                        , 1    , 1.0    ,        , 1.356 , 0.5552, 0.3896, 0.6545    , 0.8643,        , 0.7817    ,           , 0.729    ,          , 0.8629      , 
