app       , args                                                      , ranks, quartz , ruby   , lassen, borax , boraxo, corona-cpu, dane  , mammoth, matrix-cpu, matrix-gpu, tioga-cpu, tioga-gpu, tuolumne-cpu, tuolumne-gpu
kripke.exe, "--niter10--pmethodbj--groups32--legendre2--procs4,4,2"   , 32   , 0.7321 , 1.0    ,       ,       ,       ,           , 0.2011, 0.2295 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodbj--groups32--legendre3                 , 1    , 0.4838 , 1.0    , 0.6763,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodbj--groups32--legendre3--procs4,4,2"   , 32   , 0.7221 , 1.0    ,       ,       ,       ,           , 0.2421, 0.2907 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodbj--groups32--legendre4                 , 1    , 0.4901 , 1.0    , 0.8601,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodbj--groups32--legendre4--procs4,4,2"   , 32   , 0.7402 , 1.0    ,       ,       ,       ,           , 0.2754, 0.3643 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodbj--groups8--legendre0                  , 1    , 0.4855 , 1.0    , 0.1071,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodbj--groups8--legendre0--procs4,4,2"    , 32   , 0.6597 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodbj--groups8--legendre1                  , 1    , 0.4612 , 1.0    , 0.1248,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodbj--groups8--legendre1--procs4,4,2"    , 32   , 0.6542 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodbj--groups8--legendre2                  , 1    , 0.4921 , 1.0    , 0.1811,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodbj--groups8--legendre2--procs4,4,2"    , 32   , 0.6825 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodbj--groups8--legendre3                  , 1    , 0.4801 , 1.0    , 0.2601,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodbj--groups8--legendre3--procs4,4,2"    , 32   , 0.6901 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodbj--groups8--legendre4                  , 1    , 0.4862 , 1.0    , 0.3052,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodbj--groups8--legendre4--procs4,4,2"    , 32   , 0.7159 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups16--legendre0              , 1    , 0.4278 , 1.0    , 0.1828,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups16--legendre0--procs4,4,2", 32   , 0.6457 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups16--legendre1              , 1    , 0.4644 , 1.0    , 0.2586,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups16--legendre1--procs4,4,2", 32   , 0.565  , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups16--legendre2              , 1    , 0.4568 , 1.0    , 0.3492,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups16--legendre2--procs4,4,2", 32   , 0.7223 , 1.0    ,       ,       ,       ,           , 0.1286, 0.1083 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups16--legendre3              , 1    , 0.4655 , 1.0    , 0.399 ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups16--legendre3--procs4,4,2", 32   , 0.6745 , 1.0    ,       ,       ,       ,           , 0.1602, 0.1307 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups16--legendre4              , 1    , 0.4633 , 1.0    , 0.6721,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups16--legendre4--procs4,4,2", 32   , 0.703  , 1.0    ,       ,       ,       ,           , 0.2125, 0.1661 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups32--legendre0              , 1    , 0.4348 , 1.0    , 0.3094,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups32--legendre0--procs4,4,2", 32   , 0.6906 , 1.0    ,       ,       ,       ,           , 0.153 , 0.1231 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups32--legendre1              , 1    , 0.4705 , 1.0    , 0.5369,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups32--legendre1--procs4,4,2", 32   , 0.6836 , 1.0    ,       ,       ,       ,           , 0.1766, 0.1463 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups32--legendre2              , 1    , 0.4785 , 1.0    , 0.6832,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups32--legendre2--procs4,4,2", 32   , 0.7097 , 1.0    ,       ,       ,       ,           , 0.239 , 0.2027 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups32--legendre3              , 1    , 0.493  , 1.0    , 0.8898,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups32--legendre3--procs4,4,2", 32   , 0.5305 , 1.0    ,       ,       ,       ,           , 0.2131, 0.2764 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups32--legendre4              , 1    , 0.4855 , 1.0    , 1.1719,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups32--legendre4--procs4,4,2", 32   , 0.7357 , 1.0    ,       ,       ,       ,           , 0.3007, 0.3407 ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups8--legendre0               , 1    , 0.5316 , 1.0    , 0.1267,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups8--legendre0--procs4,4,2" , 32   , 0.6064 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups8--legendre1               , 1    , 0.4816 , 1.0    , 0.146 ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups8--legendre1--procs4,4,2" , 32   , 0.6219 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups8--legendre2               , 1    , 0.4723 , 1.0    , 0.1876,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups8--legendre2--procs4,4,2" , 32   , 0.5901 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups8--legendre3               , 1    , 0.4715 , 1.0    , 0.285 ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups8--legendre3--procs4,4,2" , 32   , 0.6321 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter10--pmethodsweep--groups8--legendre4               , 1    , 0.4483 , 1.0    , 0.3337,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter10--pmethodsweep--groups8--legendre4--procs4,4,2" , 32   , 0.7013 , 1.0    ,       ,       ,       ,           , 0.1133,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups16--legendre0                 , 1    , 0.4447 , 1.0    , 0.1729,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups16--legendre0--procs4,4,2"   , 32   , 0.703  , 1.0    ,       ,       ,       ,           ,       , 0.1072 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups16--legendre1                 , 1    , 0.4839 , 1.0    , 0.249 ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups16--legendre1--procs4,4,2"   , 32   , 0.7054 , 1.0    ,       ,       ,       ,           , 0.1065, 0.1258 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups16--legendre2                 , 1    , 0.4674 , 1.0    , 0.3204,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups16--legendre2--procs4,4,2"   , 32   , 0.7055 , 1.0    ,       ,       ,       ,           , 0.1234, 0.1553 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups16--legendre3                 , 1    , 0.4582 , 1.0    , 0.4234,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups16--legendre3--procs4,4,2"   , 32   , 0.7071 , 1.0    ,       ,       ,       ,           , 0.1287, 0.1905 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups16--legendre4                 , 1    , 0.4726 , 1.0    , 0.6446,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups16--legendre4--procs4,4,2"   , 32   , 0.6785 , 1.0    ,       ,       ,       ,           , 0.1407, 0.2342 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups32--legendre0                 , 1    , 0.4646 , 1.0    , 0.2644,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups32--legendre0--procs4,4,2"   , 32   , 0.7603 , 1.0    ,       ,       ,       ,           , 0.1953, 0.2141 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups32--legendre1                 , 1    , 0.4706 , 1.0    , 0.3537,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups32--legendre1--procs4,4,2"   , 32   , 0.7385 , 1.0    ,       ,       ,       ,           , 0.2082, 0.2487 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups32--legendre2                 , 1    , 0.4792 , 1.0    , 0.5112,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups32--legendre2--procs4,4,2"   , 32   , 0.7196 , 1.0    ,       ,       ,       ,           , 0.2409, 0.3003 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups32--legendre3                 , 1    , 0.5002 , 1.0    , 0.718 ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups32--legendre3--procs4,4,2"   , 32   , 0.7134 , 1.0    ,       ,       ,       ,           , 0.2849, 0.3864 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups32--legendre4                 , 1    , 0.498  , 1.0    , 0.9612,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups32--legendre4--procs4,4,2"   , 32   , 0.7678 , 1.0    ,       ,       ,       ,           , 0.314 , 0.4982 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups8--legendre0                  , 1    , 0.4333 , 1.0    , 0.1322,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups8--legendre0--procs4,4,2"    , 32   , 0.6146 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups8--legendre1                  , 1    , 0.5018 , 1.0    , 0.1828,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups8--legendre1--procs4,4,2"    , 32   , 0.6947 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups8--legendre2                  , 1    , 0.4291 , 1.0    , 0.212 ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups8--legendre2--procs4,4,2"    , 32   , 0.6912 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups8--legendre3                  , 1    , 0.4391 , 1.0    , 0.2574,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups8--legendre3--procs4,4,2"    , 32   , 0.695  , 1.0    ,       ,       ,       ,           ,       , 0.1052 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodbj--groups8--legendre4                  , 1    , 0.4852 , 1.0    , 0.3214,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodbj--groups8--legendre4--procs4,4,2"    , 32   , 0.6629 , 1.0    ,       ,       ,       ,           ,       , 0.1336 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups16--legendre0              , 1    , 0.4375 , 1.0    , 0.218 ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups16--legendre0--procs4,4,2", 32   , 0.62   , 1.0    ,       ,       ,       ,           , 0.1203, 0.1034 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups16--legendre1              , 1    , 0.4845 , 1.0    , 0.3256,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups16--legendre1--procs4,4,2", 32   , 0.6565 , 1.0    ,       ,       ,       ,           , 0.1391, 0.1189 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups16--legendre2              , 1    , 0.4664 , 1.0    , 0.4334,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups16--legendre2--procs4,4,2", 32   , 0.6866 , 1.0    ,       ,       ,       ,           , 0.1772, 0.1563 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups16--legendre3              , 1    , 0.4602 , 1.0    , 0.6235,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups16--legendre3--procs4,4,2", 32   , 0.7389 , 1.0    ,       ,       ,       ,           , 0.2367, 0.2043 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups16--legendre4              , 1    , 0.4721 , 1.0    , 1.0164,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups16--legendre4--procs4,4,2", 32   , 0.6772 , 1.0    ,       ,       ,       ,           , 0.2402, 0.2408 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups32--legendre0              , 1    , 0.4424 , 1.0    , 0.3932,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups32--legendre0--procs4,4,2", 32   , 0.6965 , 1.0    ,       ,       ,       ,           , 0.1512, 0.1738 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups32--legendre1              , 1    , 0.4741 , 1.0    , 0.5312,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups32--legendre1--procs4,4,2", 32   , 0.7075 , 1.0    ,       ,       ,       ,           , 0.2597, 0.2249 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups32--legendre2              , 1    , 0.463  , 1.0    , 0.7103,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups32--legendre2--procs4,4,2", 32   , 0.7017 , 1.0    ,       ,       ,       ,           , 0.3243, 0.2831 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups32--legendre3              , 1    , 0.4797 , 1.0    , 0.9337,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups32--legendre3--procs4,4,2", 32   , 0.7401 , 1.0    ,       ,       ,       ,           , 0.4401, 0.3787 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups32--legendre4              , 1    , 0.4874 , 1.0    , 1.5586,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 0.1117
kripke.exe, "--niter15--pmethodsweep--groups32--legendre4--procs4,4,2", 32   , 0.7192 , 1.0    ,       ,       ,       ,           , 0.5609, 0.4805 ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups8--legendre0               , 1    , 0.4092 , 1.0    , 0.1123,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups8--legendre0--procs4,4,2" , 32   , 0.6858 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups8--legendre1               , 1    , 0.4619 , 1.0    , 0.1973,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups8--legendre1--procs4,4,2" , 32   , 0.6501 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups8--legendre2               , 1    , 0.4566 , 1.0    , 0.299 ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups8--legendre2--procs4,4,2" , 32   , 0.6772 , 1.0    ,       ,       ,       ,           , 0.101 ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups8--legendre3               , 1    , 0.4879 , 1.0    , 0.3456,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups8--legendre3--procs4,4,2" , 32   , 0.7161 , 1.0    ,       ,       ,       ,           , 0.1252, 0.109  ,           ,           ,          ,          ,             , 
kripke.exe, --niter15--pmethodsweep--groups8--legendre4               , 1    , 0.4828 , 1.0    , 0.4452,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter15--pmethodsweep--groups8--legendre4--procs4,4,2" , 32   , 0.703  , 1.0    ,       ,       ,       ,           , 0.156 , 0.1227 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups16--legendre0              , 1    , 0.4255 , 1.0    , 0.3266,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups16--legendre0--procs4,4,2", 32   , 0.6176 , 1.0    ,       ,       ,       ,           , 0.2229, 0.1979 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups16--legendre1              , 1    , 0.9206 , 1.0    , 0.9818,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups16--legendre1--procs4,4,2", 32   , 0.6263 , 1.0    ,       ,       ,       ,           , 0.2821, 0.2485 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups16--legendre2              , 1    , 0.4659 , 1.0    , 0.6441,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups16--legendre2--procs4,4,2", 32   , 0.575  , 1.0    ,       ,       ,       ,           , 0.3728, 0.3142 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups16--legendre3              , 1    , 0.4685 , 1.0    , 0.8053,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups16--legendre3--procs4,4,2", 32   , 0.6711 , 1.0    ,       ,       ,       ,           , 0.4685, 0.4019 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups16--legendre4              , 1    , 0.4692 , 1.0    , 0.9632,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 0.1179
kripke.exe, "--niter40--pmethodsweep--groups16--legendre4--procs4,4,2", 32   , 0.4295 , 1.0    ,       ,       ,       ,           , 0.6064, 0.483  ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups32--legendre0              , 1    , 0.4505 , 1.0    , 0.4895,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups32--legendre0--procs4,4,2", 32   , 0.7165 , 1.0    ,       ,       ,       ,           , 0.3923, 0.3628 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups32--legendre1              , 1    , 0.4769 , 1.0    , 0.6448,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups32--legendre1--procs4,4,2", 32   , 0.7043 , 1.0    ,       ,       ,       ,           , 0.491 , 0.4088 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups32--legendre2              , 1    , 0.4766 , 1.0    , 0.9562,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 0.1356
kripke.exe, "--niter40--pmethodsweep--groups32--legendre2--procs4,4,2", 32   , 0.7045 , 1.0    ,       ,       ,       ,           , 0.6489, 0.5633 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups32--legendre3              , 1    , 0.4841 , 1.0    , 1.3495,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 0.1539
kripke.exe, "--niter40--pmethodsweep--groups32--legendre3--procs4,4,2", 32   , 0.7294 , 1.0    ,       ,       ,       ,           , 0.8376, 0.7034 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups32--legendre4              , 1    , 0.5018 , 1.0    , 1.9074,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 0.2595
kripke.exe, "--niter40--pmethodsweep--groups32--legendre4--procs4,4,2", 32   , 0.7326 , 1.0    ,       ,       ,       ,           , 1.0491, 0.8558 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups8--legendre0               , 1    , 0.449  , 1.0    , 0.2075,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups8--legendre0--procs4,4,2" , 32   , 0.6168 , 1.0    ,       ,       ,       ,           , 0.1368, 0.1137 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups8--legendre1               , 1    , 0.4657 , 1.0    , 0.2678,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups8--legendre1--procs4,4,2" , 32   , 0.6665 , 1.0    ,       ,       ,       ,           , 0.1688, 0.1397 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups8--legendre2               , 1    , 0.4673 , 1.0    , 0.321 ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups8--legendre2--procs4,4,2" , 32   , 0.6725 , 1.0    ,       ,       ,       ,           , 0.2035, 0.172  ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups8--legendre3               , 1    , 0.4586 , 1.0    , 0.4598,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups8--legendre3--procs4,4,2" , 32   , 0.6772 , 1.0    ,       ,       ,       ,           , 0.2618, 0.2078 ,           ,           ,          ,          ,             , 
kripke.exe, --niter40--pmethodsweep--groups8--legendre4               , 1    , 0.4642 , 1.0    , 0.5905,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter40--pmethodsweep--groups8--legendre4--procs4,4,2" , 32   , 0.6882 , 1.0    ,       ,       ,       ,           , 0.3213, 0.2868 ,           ,           ,          ,          ,             , 
kripke.exe, --niter5--pmethodbj--groups16--legendre0                  , 1    , 0.4387 , 1.0    , 0.1422,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter5--pmethodbj--groups16--legendre0--procs4,4,2"    , 32   , 0.6553 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter5--pmethodbj--groups16--legendre1                  , 1    , 0.2526 , 1.0    , 0.1555,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter5--pmethodbj--groups16--legendre1--procs4,4,2"    , 32   , 0.6812 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter5--pmethodbj--groups16--legendre2                  , 1    , 0.4712 , 1.0    , 0.2172,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter5--pmethodbj--groups16--legendre2--procs4,4,2"    , 32   , 0.7105 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter5--pmethodbj--groups16--legendre3                  , 1    , 0.477  , 1.0    , 0.2655,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter5--pmethodbj--groups16--legendre3--procs4,4,2"    , 32   , 0.6874 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter5--pmethodbj--groups16--legendre4                  , 1    , 0.4677 , 1.0    , 0.4454,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter5--pmethodbj--groups16--legendre4--procs4,4,2"    , 32   , 0.6608 , 1.0    ,       ,       ,       ,           , 0.1041, 0.1062 ,           ,           ,          ,          ,             , 
kripke.exe, --niter5--pmethodbj--groups32--legendre0                  , 1    , 0.4658 , 1.0    , 0.1809,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter5--pmethodbj--groups32--legendre0--procs4,4,2"    , 32   , 0.7036 , 1.0    ,       ,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, --niter5--pmethodbj--groups32--legendre1                  , 1    , 0.4716 , 1.0    , 0.2643,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter5--pmethodbj--groups32--legendre1--procs4,4,2"    , 32   , 0.716  , 1.0    ,       ,       ,       ,           , 0.1169, 0.1086 ,           ,           ,          ,          ,             , 
kripke.exe, --niter5--pmethodbj--groups32--legendre2                  , 1    , 0.4799 , 1.0    , 0.4063,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter5--pmethodbj--groups32--legendre2--procs4,4,2"    , 32   , 0.7358 , 1.0    ,       ,       ,       ,           , 0.1414, 0.1245 ,           ,           ,          ,          ,             , 
kripke.exe, --niter5--pmethodbj--groups32--legendre3                  , 1    , 0.4854 , 1.0    , 0.4808,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
kripke.exe, "--niter5--pmethodbj--groups32--legendre3--procs4,4,2"    , 32   , 0.7098 , 1.0    ,       ,       ,       ,           , 0.1713, 0.1719 ,           ,           ,          ,          ,             , 
kripke.exe, --niter5--pmethodbj--groups32--legendre4                  , 1    , 0.4949 , 1.0    , 0.6661,       ,       ,           ,       ,        ,           ,           ,          ,          ,             , 
